0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,label
0.044106218792509234,67.56049647861087,1.0,1.0000000000000002,3116.7272351903343,67.56049647861087,22.67253977731219,51.82735006008185,0.5732936100587784,0.35639441123338816,0.06628032288791914,0.003374572423128551,0.000656810483123728,2.7291247488236523e-07,1.1870655232558696e-12,8.081415567476007e-19,4.773264269872834,6.3602112575374985,4.6101319112261825,Bearing
0.02546507682614564,116.59474018999934,0.9999999999999998,0.9999999999999997,9355.196798249817,116.59474018999937,39.26946723260125,89.76405518913282,0.5736440009729824,0.35616928241726287,0.0661540738457475,0.003372352936669625,0.000660015556317464,2.7426984538485254e-07,1.1747217474521814e-12,7.969015318413668e-19,7.0823976673957505,7.618640449971078,6.131007391609147,Bearing
0.03560992165198055,82.63972462314442,1.0,1.0,4667.219383169152,82.63972462314442,28.082061223641645,63.366628509202684,0.5778825296636213,0.3530073092926751,0.06506670622930173,0.0033524095309543657,0.0006907609607003932,2.8432168311585453e-07,1.063884451881352e-12,7.809820984197918e-19,2.3865513759745016,10.091459822103936,3.7649956148237247,Bearing
0.7630545637193893,5.942425382003692,1.0,1.0000000000000002,2.0132389620573963,5.942425382003692,1.3105222713375273,1.448073350925429,0.5882157804094158,0.3464704411111368,0.061433851200141235,0.003271048679997487,0.00060680416431244,1.0213466798930197e-06,5.606876202422972e-07,4.924006960089755e-07,4.50559960244178,5.804168464078996,5.197236576543549,Bearing
0.03600965952433697,83.5696015223922,1.0,1.0,4679.628911651374,83.5696015223922,27.77032644044175,63.4907329383333,0.5734794972563013,0.35625974145914996,0.0662262952967989,0.003372171391094877,0.0006620187490921289,2.7584637628501283e-07,1.1864774152217772e-12,8.048049882222378e-19,8.320882271370941,2.8472811708187726,6.169892008297226,Bearing
0.7601656821506287,5.76735354833282,0.9999999999999999,0.9999999999999999,1.9236786089811937,5.767353548332821,1.3155026903751323,1.4421136120041924,0.58291627528999,0.3485741834269276,0.06455126396428741,0.003331888329832422,0.000623858689683539,1.2289037522008358e-06,6.929872327650962e-07,6.084082941676197e-07,4.9679313799376885,5.658358508472582,4.997091192821925,Bearing
0.7658119739663245,6.003390098686956,1.0,1.0,1.7128442727988724,6.003390098686956,1.3058035575243874,1.3864246175693624,0.5631373064920638,0.36565650285115975,0.06695749511848233,0.0035557662061584203,0.0006800615914117925,5.184646100003686e-06,4.029195768772741e-06,3.653898855153919e-06,5.06193220611398,5.568477974044698,4.730039849225802,Bearing
0.025465076846675233,116.59474018896955,0.9999999999999998,0.9999999999999997,9355.196797894843,116.59474018896958,39.269467200942756,89.76405518676677,0.5736440009761565,0.3561692824146135,0.06615407384525288,0.0033723529366444334,0.0006600155563125376,2.7426984538289505e-07,1.174721747568602e-12,7.9690149811587e-19,1.3994895409840944,8.334556734580678,2.177472717574128,Bearing
0.03529933581857945,82.9316926720137,0.9999999999999999,0.9999999999999999,4682.010561394221,82.93169267201371,28.329144920445216,63.52965260333717,0.5733064591369804,0.3564993421718039,0.06615874361894165,0.003369871509275951,0.0006631628777408148,1.0881351068485842e-06,6.927152786981918e-07,6.398348716311715e-07,5.965977096320788,9.678223930295816,4.084352322822585,Bearing
0.03601151432592292,83.12580194782652,0.9999999999999998,0.9999999999999997,4677.385379798619,83.12580194782653,27.76889610776931,63.479319491037415,0.5730162134605896,0.35695605950124426,0.06599701312818693,0.0033659964837681393,0.0006644438774166415,2.735474706857895e-07,1.2440819872186342e-12,7.96846709642768e-14,1.4565500616470968,4.530578388108818,8.727370483339014,Bearing
